cod_centro;tipo;cod_estado;cod_municipio;cod_parroquia;nombre_centro;direccion_centro;centro_nuevo
462;2;1;1;4;J INF GEORGINA CORREA;ELIMINADO, ELECTORES REUBICADOS AL CENTRO 420 ***;10104035
470;1;1;1;4;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 5 DE JULIO;SECTOR LA PASTORA DERECHA AVENIDA NORTE 8. IZQUIERDA AVENIDA NORTE 9. FRENTE AVENIDA OESTE 9 FRENTE FARMACIA AMADORES CASA;10104036
480;1;1;1;4;UNIDAD EDUCATIVA DISTRITAL URDANETA;SECTOR LA PASTORA DERECHA AVENIDA OESTE 9. IZQUIERDA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10 FRENTE A LA PLAZA LA PASTORA CASA;10104037
490;1;1;1;4;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA ESTEBAN GIL BORGES;SECTOR LA PASTORA DERECHA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10. IZQUIERDA CALLE OESTE 9 FRENTE A LA PLAZA LA PASTORA CASA;10104038
491;1;1;1;4;UNIDAD EDUCATIVA DISTRITAL RIBAS;SECTOR LA PASTORA DERECHA AVENIDA OESTE 9. IZQUIERDA AVENIDA OESTE 11. FRENTE AVENIDA NORTE 10 FRENTE A LA PLAZA LA PASTORA CASA;10104039
492;1;1;1;4;UNIDAD EDUCATIVA PARROQUIAL NUESTRA SEÑORA DE COROMOTO;SECTOR LA PASTORA DERECHA AVENIDA OESTE 13. FRENTE AVENIDA NORTE 8. IZQUIERDA CALLE ESQUINA LA PASTORA FRENTE AL PREESCOLAR CHABELITA CASA;10104040
493;1;1;1;4;UNIDAD EDUCATIVA NACIONAL CANAIMA;SECTOR CANAIMA DE EL MANICOMIO FRENTE CALLE RANCHO GRANDE. IZQUIERDA PROLONGACIÓN CALLE RANCHO GRANDE. DERECHA CALLEJÓN CANAIMA FRENTE AL TERMINAL DE CAMIONETAS LINEA EL MANICOMIO EDIFICIO;10104047
495;1;1;1;4;ASOCIACION CIVIL COMUNITARIAA LA DIVINA PASTORA;SECTOR: EL POLVORIN. FRENTE CALLE SANTA ISABEL. IZQUIERDA CALLEJÓN EL HUECO. DERECHA CALLEJÓN HORNITOS. REFERENCIA ADYECENTE A LA  PLAZA ANDRES ELOY BLANCO;10104049
496;1;1;1;4;PREESCOLAR ASISTENCIAL PROCER PEDRO CAMEJO;SECTOR MANICOMIO FRENTE CALLE EL CARMEN. DERECHA PROLONGACIÓN CALLE EL CARMEN. IZQUIERDA PROLONGACIÓN CALLE EL CARMEN DETRÁS DEL ESTANQUE AGUA SALADA DE HIDROCAPITAL CASA;10104050
497;1;1;1;4;ANTIGUO IPOSTEL;SECTOR PUERTA CARACAS DERECHA CALLE PILA A CALLE NUEVA. IZQUIERDA CALLE POLVORIN. FRENTE CALLE PRIMERA CALLE EL POLVORIN PATIO DE BOLAS CASA;10104051
498;1;1;1;4;MODULO BARRIO ADENTRO UNION Y FUERZA;SECTOR TINAJITAS IZQUIERDA AVENIDA SUCRE. FRENTE AVENIDA SUCRE. DERECHA CALLEJÓN BUENA VISTA LATERAL AL REGIMIENTO DE LA GUARDIA DE HONOR CASA;10104052
500;4;1;1;5;OFICINAS DE LA PLAZA DE TOROS;ED NUEVO CIRCO;10105001
502;1;1;1;5;MUSEO DE LA ESTAMPA Y EL DISEÑO CARLOS CRUZ DIEZ;SECTOR SAN AHUSTIN DEL NORTE FRENTE AVENIDA BOLIVAR. DERECHA CALLE SUR 11. IZQUIERDA CALLE NUEVO CIRCO A UNA CUADRA DE LA PLAZA DE TOROS EDIFICIO;10105017
503;4;1;1;5;LICEO BOLIVARIANO JOSE DE OVIEDO III Y BAÑOS;FRENTE A LA VUELTA AL CASQUILLO SAN AGUSTIN SUR;10105018
510;1;1;1;5;COLEGIO CORAZON DE MARIA;SECTOR SAN AGUSTIN IZQUIERDA CALLE JUNIN. FRENTE CALLE JUNIN A AYACUCHO ESQUINA JUNIN RESTAURANT JUNIN CASA;10105002
520;4;1;1;5;DISPENSARIO DOCTOR CARDOZO;SECTOR SAN AGUSTIN DERECHA CALLE VARGAS. IZQUIERDA CALLE RIVAS. FRENTE CALLE MIRANDA FRENTE DE QUINTA NUMERO 124-B CASA;10105003
540;4;1;1;5;COLG NAZARENO DE SAN PABLO;RIBAS A MIRANDA NO 201 SN AGUSTIN;10105004
552;1;1;1;5;ESCUELA DE ARTES PLASTICAS CRISTOBAL ROJAS;SECTOR SAN AGUSTIN DEL NORTE DERECHA CALLE EL CONDE. IZQUIERDA CALLE PASTOR. FRENTE CALLE LOPEZ ORIHUELA AL LADO DEL CICPC EDIFICIO;10105005
553;2;1;1;5;COL SANTA LUCIA;AV LECUNA NO 204 EL CONDE;10105006
554;2;1;1;5;SALA 1 Y 2 EDF ANAUCO P C;PQUE CENTRAL SAN AGUSTIN DEL NORTE (NVO.ABRIL88);10105007
555;1;1;1;5;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA BICENTENERIA REPUBLICANO;SECTOR SAN AGUSTIN DEL NORTE IZQUIERDA AVENIDA SUR 17. FRENTE AVENIDA LECUNA. DERECHA CALLE SAN FELIX AL  LADO DEL CONJUNTO DE TORRES DE PARQUE CENTRAL (ANTIGUO SEPACE) EDIFICIO;10105008
556;2;1;1;5;SALA 4-6-7;PARQUE CENTRAL NIVEL BOLIVAR PISO 1;10105009
560;1;1;1;5;UNIDAD EDUCATIVA NACIONAL DOCTOR ELIAS RODRIGUEZ;SECTOR VUELTA DE CASQUILLO DERECHA AVENIDA LEONARDO RUIZ PINEDA. IZQUIERDA CALLE EL HELICOIDE. FRENTE CALLE VUELTA EL CASQUILLO VIA EL HELICOIDE PARTE BAJA EDIFICIO;10105010
561;4;1;1;5;COLEGIO MIGUEL ANGEL;PASAJE 8 NRO. 180, SAN AGUSTIN;10105011
562;1;1;1;5;PREESCOLAR CONCEPCION MARINO;SECTOR: LEONARDO RUIZ PINEDA. FRENTE AVENIDA LEONARDO RUIZ PINEDA. IZQUIERDA ESCALERA HORNOS DE CAL. DERECHA CALLE CALLE REAL DE MARIN. REFERENCIA FRENTE A LA CASA CULTURAL LA ALAMEDA;10105012
570;1;1;1;5;CENTRO DE MISIONES MANUEL FOMBONA PACHANO;SECTOR LA CEIBA DERECHA AVENIDA LEONERDO RUIZ PINEDA. IZQUIERDA PASAJE ONCE. FRENTE PASAJE DOCE DIAGONAL AL MERCAL CASA;10105013
571;1;1;1;5;CEMAI SAN AGUSTIN;SECTOR: BULEVAR RUIZ PINEDA. FRENTE AVENIDA LEONARDO RUIZ PINEDA. IZQUIERDA CALLE PASAJE 12. DERECHA CALLE PASAJE 10. REFERENCIA AL FRENTE LOCAL D EDIFICIO B PLANTA BAJA;10105014
580;1;1;1;5;UNIDAD EDUCATIVA DISTRITAL JUAN LANDAETA;SECTOR: LA CHARNECA. FRENTE CALLE REAL LA CHARNECA. IZQUIERDA CALLE PRIMERA CALLE LA CHARNECA LADO OESTE. DERECHA CALLE PRIMERA CALLE LA CHARNECA LADO ESTE. REFERENCIA FRENTE A LA CALLE REAL DE LA CHARNECA;10105015
581;1;1;1;5;ESCUELA BASICA NACIONAL MERIDA SISO DE VAZQUEZ;SECTOR: HORNOS DE CAL. FRENTE AVENIDA LEONARDO RUIZ. IZQUIERDA CALLE ESCALERA SUBIDA LA FORD. DERECHA CALLE  REAL DE  HORNOS DE CAL. REFERENCIA EN LA RESIDENCIAS HORNOS DE CAL PLANTA BAJA;10105016
582;4;1;1;5;CENTRO DE EDUCACION INICIAL MAFALDA;SECTOR SAN AGUSTIN DERECHA CALLE ARISMENDI. IZQUIERDA CALLE CAMPO ELIAS. FRENTE CALLE RIVAS FRENTE A LA AVENIDA RIVAS DE SAN AGUSTIN DEL NORTE CASA;10105019
583;4;1;1;5;CENTRO PREESCOLAR DIVINA PASTORA;FRENTE A LA AVENIDA LECUNA A LA DERECHA LA AVENIDA ESTE 9 A LA IZQUIERDA  AVENIDA SUR 17;10105020
584;1;1;1;5;BIBLIOTECA PUBLICA LEONARDO RUIZ PINEDA;SECTOR LEONARDO RUIZ PINEDA FRENTE AVENIDA LEONARDO RUIZ PINEDA. DERECHA PASAJE SIETE. IZQUIERDA BULEVAR PASEJE 8 FRENTE DE LA FERRETERIA PASAJE 7 Y 8 EDIFICIO;10105021
585;1;1;1;5;ESTACION DE METRO CABLE EL MANGUITO;SECTOR EL MANGUITO DERECHA CALLE PARAMACONI. IZQUIERDA CALLE PRINCIPAL DEL MANGUITO. FRENTE CALLE PRINCIPAL TERRAZAS DEL ALBA SUBIENDO POR EL MODULO BARRIO ADENTRO DE EL MANGUITO LOCAL COMERCIAL;10105022
586;1;1;1;5;CENTRO DE EDUCACION INICIAL SIMONCITO MARIA ANTONIA;SECTOR: LA TELEVISORA. FRENTE CALLE SEPTIMA CALLE LA CHARNECA. IZQUIERDA CALLE RAYA AZUL. DERECHA CALLE CUARTA DE LA CHARNECA. REFERENCIA ENTRADA POR EL COMANDO 5H DE LA GUARDIA NACIONAL;10105023
587;1;1;1;5;ESTACION METROCABLE HORNOS DE CAL;SECTOR: HORNOS DE CAL. FRENTE CALLE CALLE EL ESTANQUE. IZQUIERDA CALLE FILA DE HORNOS DE CAL. DERECHA CALLE EL TANQUE. REFERENCIA ANTIGUO TANQUE DE LA CHARNECA;10105024
588;1;1;1;5;ESTACION METROCABLE LA CEIBA;SECTOR EL TANQUE FRENTE AVENIDA PARAMACONI. DERECHA CALLE PARAMACONI. IZQUIERDA CALLE FILAS DE MARIN AL LADO DEL COLEGIO DON PEDRO FE Y ALEGRIA LOCAL COMERCIAL;10105025
589;1;1;1;5;CENTRO DE EDUCACION INICIAL NACIONAL MATEA BOLIVAR;SECTOR SAN AGUSTIN DEL NORTE IZQUIERDA CALLE PICHINCHA. FRENTE CALLE CAMILO TORRES. DERECHA CARRERA ARISMENDI MEDIA CUADRA DEL DIARIO VEA CASA;10105026
591;4;1;1;5;GUARDERIA DIVINA PASTORA;SECTOR SAN AGUSTIN IZQUIERDA AVENIDA LECUNA. FRENTE AVENIDA ESTE OCHO. DERECHA BULEVAR BOLIVAR AL LADO DE LA UEN BICENTENARIO BOLIVARIANO GALPÓN;10105027
593;1;1;1;5;DESARROLLO URBANISTICO SAN AGUSTIN II;SECTOR PARQUE CARABOBO  AV. BOLIVAR, PARQUE VARGAS, EDIFICIO;10105028
21;4;1;1;6;UNIDAD EDUCATIVA PRIVADA ESCUELA PARROQUIAL SAN JOSE;ENTRE ESQUINAS DE TELARES A SAN RAFAEL FRENTE AL LICEO SANTOS MICHELENA;10106016
22;1;1;1;6;UNIDAD EDUCACIONAL NIÑO DIOS DE SAN JOSÉ;SECTOR: SAN JOSE. FRENTE CALLE SAN RAFAEL. IZQUIERDA CALLE SAN JOSE. DERECHA CALLE TELARES. REFERENCIA FRENTE ESQUINAS SAN   GABRIEL NUMERO 91, DETRÁS DEL BANCO DE VENEZUELA;10106017
23;4;1;1;6;UNIDAD EDUCATIVA PRIVADA CIMIENTOS II;FRENTE ESQUINAS DE ROSARIO A QUEBRADA, Nº 88, DE LADO DERECHO (REHABILITACIÓN CENTRO);10106018
24;1;1;1;6;UNIDAD EDUCACIONAL PRIVADA INSTITUTO JUNKAL;URBANIZACIÓN: TELARES. FRENTE AVENIDA NORTE NUEVE DE SAN GABRIEL. IZQUIERDA AVENIDA TELARES. DERECHA AVENIDA PALO NEGRO. REFERENCIA AL LADO DE EDIFICIO TELARES Y DIAGONAL A ACEITES DIANA;10106019
126;4;1;1;13;PRE-ESCOLAR AÑO INTERNACIONAL DEL NIÑO;AVENIDA PRINCIPAL DE MARIPEREZ CON AVENIDA ANDRES BELLO PARQUE ARISTIDES ROJAS;10113048
590;1;1;1;6;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JESÚS MARIA PÁEZ;SECTOR: COTIZA. FRENTE CALLE FORESTAL. IZQUIERDA CALLE LOS ALIADOS. DERECHA CALLE FORESTAL. REFERENCIA FRENTE   BLOQUE NUMERO  1 DE COTIZA, BAJANDO POR LA COMANDANCIA DE LA GUARDIA NACIONAL;10106002
600;1;1;1;6;ESCUELA NACIONAL PRIMARIA BERNARDO O HIGGINS;SECTOR: SAN JOSE. FRENTE CALLE CARMEN C TRAVIESO O NORTE 3. IZQUIERDA CALLE ESQUINA LEON. DERECHA CALLE SANTA ISABEL. REFERENCIA FRENTE ESQUINA SANTA ISABEL A LEÓN,;10106003
650;1;1;1;6;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA ARMANDO ZULOAGA BLANCO;URBANIZACIÓN SAN JOSE DERECHA AVENIDA CARIDAD. IZQUIERDA AVENIDA REMEDIO. FRENTE AVENIDA PANTEON FRENTE A RESIDENCIAS SANTA ANA DE CORO EDIFICIO;10106004
651;1;1;1;6;UNIDAD EDUCATIVA ECOLÓGICA SANTÍSIMA TRINIDAD;BARRIO: SAN JOSE. FRENTE CALLE SANTA ISABEL. IZQUIERDA CALLE SAN LORENZO. DERECHA CALLE SANTA ISABEL. REFERENCIA A 50 METROS DE LA ESCUELA DE MEDICINA VARGAS Y LA PLAZA SAN LORENZO;10106005
653;4;1;1;6;MERCAL;ESQ. LAS BRISAS A NICOLAS ENTRADA AL HOSPITAL JOSE GREGORIO HERNANDEZ;10106006
654;4;1;1;6;MODULO DE SALUD TERRAPLEN;AV.PANTEON ESQUINA DE CARIDAD DIAGONAL AL ARMANDO ZULUAGA;10106007
656;4;1;1;6;BIBLIOTECA NACIONAL SALA 2;FINAL AV PANTEON BIBLIOTECA NACIONAL;10106015
660;1;1;1;6;UNIDAD EDUCATIVA JOSÉ ANTONIO ANZOATEGUI;BARRIO: SANTA ISABEL. FRENTE CALLE QUEBRADA. IZQUIERDA CALLE SANTA INES. DERECHA ESCALERA LA QUEBRADA. REFERENCIA AL FONDO DE LA CALLE CIEGA Y ESCALERAS SANTA INES;10106008
661;4;1;1;6;UNIDAD EDUCATIVA PRIVADA PADRE MADARIAGA;FRENTE ESQUINAS SANTA ROSA A SANTA ISABEL NUMERO 127, FRENTE A LAS RESIDENCIAS LAS BRISAS;10106009
670;1;1;1;6;ESCUELA TÉCNICA COMERCIAL ROBINSONIANA SANTOS MICHELENA;SECTOR SAN JOSE DERECHA CALLE SAN RAFAEL. IZQUIERDA CALLE LOS TELARES. FRENTE CALLE SAN RAFAEL A 50METROS DE LA IGLESIA SAN JOSÉ Y FRENTE  A LA PLAZA LOS LICEOS EDIFICIO;10106010
680;1;1;1;6;UNIDAD EDUCATIVA BOLIVARIANA RAFAEL URDANETA;SECTOR: SAN JOSE. FRENTE CALLE SAN RAFAEL. IZQUIERDA CALLE LOS TELARES. DERECHA CALLE SAN RAFAEL. REFERENCIA A 50 METROS DE LA IGLESIA SAN JOSÉ Y FRENTE  A LA PLAZA LOS LICEOS;10106011
710;1;1;1;6;HOSPITAL DOCTOR FRANCISCO ANTONIO RISQUEZ;BARRIO COTIZA FRENTE CALLE REAL. DERECHA CALLEJÓN FUNDAPOL. IZQUIERDA CALLEJÓN EL MERCADITO FRENTE AL MERCADO DE COTIZA EDIFICIO;10106012
711;4;1;1;6;UNIDAD EDUCATIVA PRIVADA COLEGIO MARIA INMACULADA;FRENTE ESQUINA ESTE 7 PORVENIR A ESTE SIETE SANTO TOMAS, AL LADO TALLER CIACORE.AL FRENTE RESIDENCIAS ANTARES;10106013
712;1;1;1;6;PREESCOLAR ASISTENCIAL JESUS DE LA DIVINA MISERICORDIA;SECTOR: SAN JOSE. FRENTE CALLE ROSARIO. IZQUIERDA CALLE SAN CARLOS. DERECHA CALLE SANTA INES. REFERENCIA DIAGONAL AL INSTITUTO DE REHABILITACIÓN DEL HOSPITAL VARGAS, CASA NUMERO 89, AL FRENTE DE LA CASA NUMERO 63-1;10106020
713;4;1;1;6;CENTRO DE EDUCACIÓN INICIAL MIS PRIMEROS PASOS;ESQUINA ESTE 7, ENTRE LAS CALLES PORVENIR Y NORTE 9, SAN JOSE;10106021
714;1;1;1;6;CENTRO DE EDUCACION INICIAL MIS PRIMERAS LUCES;URBANIZACIÓN: SAN JOSE. FRENTE CALLE PORVENIR. IZQUIERDA CALLE VILLA ENCARNACION. DERECHA CALLE PALO NEGRO. REFERENCIA ENTRE ESQUINAS 7 Y NORTE 3, DIAGONAL AL MESON DE SANCHEZ;10106022
715;1;1;1;6;UNIDAD UDUCATIVA INTEGRAL ENRIQUE VASQUEZ FERMIN;BARRIO: COTIZA. FRENTE CALLE SANTA ELENA. IZQUIERDA CALLEJÓN SEGUNDO. DERECHA CALLEJÓN PRIMERO. REFERENCIA PROLONGACION DE COTIZA, CALLE SANTA ELENA, 2' CALLEJON B;10106023
716;1;1;1;6;DESARROLLO URBANISTICO SAN JOSÉ;SECTOR SAN JOSÉ, AV. NORTE 3 CON ESTE 15  A DOS CUADRAS DEL PANTEÓN NACIONAL EDIFICIO;10106024
720;1;1;1;7;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA TEOTISTE DE GALLEGOS;BARRIO: UNION ARTIGAS. FRENTE CALLE FINAL DE LA CALLE BARRIO UNION. IZQUIERDA CALLE LOS PIPOTES. DERECHA CALLE PINTO SALINAS. REFERENCIA FRENTE A LA CASA NUMERO 20 SUBIENDO A MANO DERECHA DESPUÉS DEL HOSPITAL MILITAR.;10107001
722;1;1;1;7;ESCUELA BÁSICA COLEGIO PEDAGOGÍA ACTIVA;SECTOR ARTIGAS FRENTE AVENIDA SEGUNDA AVENIDA. DERECHA CALLE TERCERA CALLE. IZQUIERDA TRANSVERSAL CUARTA FRENTE A LA SEGUNDA AVENIDA DE ARTIGAS A LA DERECHA FINAL AVENIDA JOSE ANGEL LAMAS SUBIENDO POR KFC DOS CUADRAS CASA;10107031
723;4;1;1;7;INSTITUTO UNIVERSITARIO TECNOLOGICO MARISCAL SUCRE SEDE II;ENTRE ESQUINAS DE AGUACATE A CAPUCHINOS SAN JUAN;10107032
724;4;1;1;7;PROVEEDURIA DEL INSTITUTO NACIONAL DE NUTRICION;AVENIDA SAN MARTIN FRENTE A LA MATERNIDAD CONCEPCION PALACIOS;10107033
725;1;1;1;7;CENTRO DE EDUCACIÓN INICIAL  INCE;SECTOR: SAN JUAN. FRENTE AVENIDA SAN MARTIN. IZQUIERDA CALLE ALCABALA. DERECHA CALLE CIRCUNVALACION. REFERENCIA FRENTE A LA MATERNIDAD CONCEPCIÓN PALACIOS. AL LADO DE LA ESTACIÓN DEL METRO MATERNIDAD.;10107034
726;4;1;1;7;INSTITUTO UNIVERSITARIO TECNOLOGICO MARISCAL SUCRE SEDE III;ENTRE LAS ESQUINAS DE AGUACATE A CAPUCHINOS SAN JUAN;10107035
727;4;1;1;7;PRE-ESCOLAR ZOE XIQUES SILVA;AVENIDA JOSE ANGEL LAMAS FRENTE A LA POLICLINICA METROPOLITANA;10107036
728;1;1;1;7;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA DE ARTES Y OFICIOS INTENDENCIA;SECTOR SAN JUAN FRENTE AVENIDA  SUR 12. DERECHA CALLE ESQUINA GARITA. IZQUIERDA CALLE ESQUINA PEPE ALEMAN DIAGONAL A LA UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 25 DE JULIO QUINTA;10107037
729;1;1;1;7;CENTRO DE EDUCACIÓN INICIAL CONVENCIONAL DOCTOR PASTOR OROPEZA;BARRIO: EL GUARATARO. FRENTE CALLE EL OBISPO. IZQUIERDA CALLE SUBIDA DE LOS BUEYES. DERECHA CALLE MATAPALOS. REFERENCIA FRENTE A LA CALLE PRINCIPAL DEL GUARATARO. ANTIGUA CÁRCEL DEL OBISPO;10107038
730;1;1;1;7;UNIDAD EDUCATIVA NACIONAL ZOE XIQUES SILVA;SECTOR: ARTIGAS. FRENTE AVENIDA JOSE ANGEL LAMAS. IZQUIERDA CALLE EL GUATARO. DERECHA AVENIDA JOSE ANGEL LAMAS. REFERENCIA AL LADO DE IPOSTEL, SUBIENDO POR DETRÁS DE LA IGLESIA NUESTRA SEÑORA DE LOURDES;10107002
731;1;1;1;7;CENTRO DE EDUCACIÓN INICIAL JUAN TORO;SECTOR: ARTIGAS. FRENTE AVENIDA JOSE ANGEL LAMAS. IZQUIERDA CALLE ENTRADA AL GUARATARO. DERECHA AVENIDA JOSE ANGEL LAMAS. REFERENCIA DENTRO DE LAS INSTALACIONES DE IPOSTEL Y AL LADO DEL MERCAL;10107003
732;1;1;1;7;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA PEDRO PABLO BARNOLA;SECTOR: PALOS GRANDES. FRENTE CALLE SUCRE. IZQUIERDA AVENIDA SAN MARTIN. DERECHA CALLE ESQUINA DE PALOS GRANDES. REFERENCIA FRENTE AL MINISTERIO DE AMBIENTE. DIAGONAL A LA JEFATURA DE SAN JUAN.;10107004
733;1;1;1;7;CENTRO CULTURAL LAS AMARILLAS;BARRIO EL GUARATARO DERECHA CALLE MANSIÓN. IZQUIERDA CALLE EL PLACER. FRENTE CALLE ESPUELA DE GALLO FRENTE A LA CALLE LAS AMARILLAS DEL GUARATARO. BAJANDO POR LAS ESCALERAS DE LA CANCHA, CALLE CIEGA CASA;10107005
734;1;1;1;7;UNIDAD EDUCATIVA NACIONAL LOS EUCALIPTOS;BARRIO: LOS EUCALIPTUS. FRENTE CALLE CALLE REAL DE LOS EUCALIPTUS. IZQUIERDA CALLE LA VUELTA DE LOS PAVOS. DERECHA CALLE EL TUNEL. REFERENCIA FRENTE ANTIGUO MODULO DE LA POLICÍA METROPOLITANO;10107006
735;4;1;1;7;JARDIN DE INFANCIA JOCKEY CLUB DE VENEZUELA;ENTRE ESQUINAS DE SAN PEDRO Y RIO EDIFICIO ASOCIACION CIVIL NEGRA MATEA;10107039
736;1;1;1;7;PRE-ESCOLAR MARIA DEL ROSARIO;SECTOR: CRUZ DE LA VEGA. FRENTE CALLE CRUZ DE LA VEGA. IZQUIERDA CALLE SAN PEDRO. DERECHA AVENIDA SAN MARTIN. REFERENCIA A LA DERECHA ESQUINA RÍO. A LA IZQUIERDA AVENIDA SAN MARTÍN, ESQUINA CRUZ DE LA VEGA. FRENTE A RESIDENCIAS MIL UNO Y DIGITEL. BAJANDO;10107040
737;4;1;1;7;ESCUELA BASICA NACIONAL VENEZUELA;ENTRE ESQUINAS LAZARINO Y SAN PEDRO RESIDENCIA CARABOBO NIVEL MEZZANINA;10107041
738;1;1;1;7;PRE-ESCOLAR ASISTENCIAL JACINTO LARA;BARRIO: EL GUARATARO. FRENTE CALLE EZEQUIEL ZAMORA. IZQUIERDA CALLE 23 DE ENERO. DERECHA CALLE NEGRO PRIMERO. REFERENCIA FRENTE A LA CALLE EZEQUIEL ZAMORA DEL GUARATARO. DIAGONAL A LA ESCUELA LEONCIO MARTÍNEZ.;10107042
739;1;1;1;7;PRE-ESCOLAR LISANDRO ALVARADO;BARRIO: EL GUARATARO. FRENTE CALLE MATAPALOS. IZQUIERDA CALLE EL OBISPO. DERECHA CALLE LA ACEQUIA. REFERENCIA FRENTE A LA CALLE MATAPALO DEL SECTOR NUEVO MUNDO. SUBIENDO DETRÁS DE LA ESCUELA ZOEXIQUES SILVA;10107043
740;1;1;1;7;UNIDAD EDUCATIVA DISTRITAL CAJIGAL;SECTOR: EL GUARATARO. FRENTE CALLE  ALCANTARA. IZQUIERDA CALLE TERRAZA. DERECHA CALLE FLORIDA. REFERENCIA FRENTE A LA QUINTA ALCÁNTARA DE TERRAZAS DEL GUARATARO.  AL LADO DEL MODULO DE SALUD CAGIGAL.;10107007
741;4;1;1;7;PRE-ESCOLAR DAMASO ORTEGA GUZMAN;AVENIDA SAN MARTIN EDIFICIO CENTRO COMERCIAL MARACAIBO;10107044
750;1;1;1;7;UNIDAD EDUCATIVA DISTRITAL  ÁNGEL RIVAS BALDWIN;BARRIO: SAN JUAN. FRENTE CALLE SOLEDAD. IZQUIERDA CALLE SOLEDAD. DERECHA CALLE LA FLORIDA. REFERENCIA AL LADO DE LA CHARCUTERÍA Y TALLER NEGRA MATEA.;10107008
759;4;1;1;7;INSTITUTO UNIVERSITARIO DE TECNOLOGÍA DEL OESTE MARISCAL SUCRE;SECTOR SAN JUAN FRENTE AVENIDA AVENIDA SUR 12. DERECHA CALLE ESQUINA GARITA. IZQUIERDA CALLE ESQUINA PEPE ALEMAN FRENTE AL PUENTE AYACUCHO AL LADO DE LA VENTA DE ANIMALES EL MUNDO DEL DOCTOR DOLITTLE QUINTA;10107009
760;1;1;1;7;ESCUELA NACIONAL BOLIVARIANA 19 DE ABRIL;URBANIZACIÓN SAN MARTIN FRENTE AVENIDA SAN MARTIN. DERECHA CALLE GARITA. IZQUIERDA CALLE CAPUCHINO FRENTE A  LA PLAZA CAPUCHINO. AL LADO DE LA IGLESIA SAN JUAN BAUTISTA. DIAGONAL A LA ESTACIÓN METRO CAPUCHINO. CASA;10107010
761;1;1;1;7;UNIDAD EDUCATIVA PARTICULAR SAN JUAN;SECTOR: SAN JUAN. FRENTE AVENIDA AVENIDA SUR 4. IZQUIERDA AVENIDA  ESQUINA SAN FRANCISQUITO. DERECHA AVENIDA  OESTE 16 . REFERENCIA ESQUINA AGUACATE  DIAGONAL AL PUENTE AYACUCHO;10107011
762;1;1;1;7;UNIDAD EDUCATIVA NACIONAL BOLIVARIANA 25 DE JULIO.;SECTOR: SAN JUAN. FRENTE AVENIDA SUR 12. IZQUIERDA CALLE ESQUINA GARITA. DERECHA CALLE ESQUINA PEPE ALEMAN. REFERENCIA DIAGONAL A LA INTENDENCIA MILITAR.;10107012
770;1;1;1;7;CENTRO DE FORMACIÓN COMERCIAL E INDUSTRIAL LUÍS BELTRÁN PRIETO FIGUEROA;SECTOR: SAN JUAN. FRENTE AVENIDA SAN MARTIN. IZQUIERDA CALLE ALCABALA. DERECHA CALLE CIRCUNVALACION. REFERENCIA FRENTE A LA MATERNIDAD CONCEPCIÓN PALACIOS Y EDIFICIO INCE;10107013
780;1;1;1;7;IPOSTEL EL SILENCIO;URBANIZACIÓN EL SILENCIO DERECHA AVENIDA SAN MARTIN. FRENTE AVENIDA SAN MARTIN. IZQUIERDA ESCALERA ELCALVARIO FRENTE A LA PLAZA OLEARY. BLOQUE NUMERO 1 DEL SILENCIO. EDIFICIO;10107014
781;1;1;1;7;CENTRO DE EDUCACIÓN INTEGRAL PRE ESCOLAR GABRIELA MISTRAL;URBANIZACIÓN EL SILENCIO IZQUIERDA AVENIDA SAN MARTIN. DERECHA CALLE AMARGURA. FRENTE CALLE AMARGURA AL FRENTE BLOQUE 5 AL  LADO DE LA CANCHA. BLOQUE NUMERO 1  PARTE INTERNA. EDIFICIO;10107015
790;1;1;1;7;ESCUELA BÁSICA NACIONAL GUZMÁN BLANCO;SECTOR EL SILENCIO IZQUIERDA AVENIDA SAN MARTIN. DERECHA CALLE PROLONGACION DE AMARGURA. FRENTE CALLE AMARGURA FRENTE AL PARQUE INFANTIL.DEL BLOQUE  NUMERO 1 DEL SILENCIO, LETRAS X,Y. Z. ENTRANDO POR LA LETRA E SUBIR LAS ESCALERAS EDIFICIO;10107016
800;1;1;1;7;INSTITUTO NACIONAL DE NUTRICIÓN;SECTOR QUINTA CRESPO DERECHA AVENIDA BARALT. IZQUIERDA CALLE PUENTE ARAUCA. FRENTE CALLE EL CARMEN AL LADO DEL BANCO DE VENEZUELA A UNA CUADRA DEL MERCADO DE QUINTA CRESPO. EDIFICIO;10107017
